Sentences,Label_Task,Estimated_hours
Periksa hasil uji sistem monitoring kinerja aplikasi,Pengujian Sistem,30
Uji sistem manajemen proyek untuk memastikan pelacakan yang akurat,Pengujian Sistem,30
Verifikasi hasil uji sistem manajemen risiko terkait kepatuhan regulasi,Pengujian Sistem,30
Uji sistem manajemen penjualan untuk mengoptimalkan proses,Pengujian Sistem,30
Periksa laporan hasil uji sistem manajemen distribusi,Pengujian Sistem,30
Uji sistem manajemen inventaris untuk meminimalkan kekurangan,Pengujian Sistem,30
Verifikasi laporan hasil uji sistem manajemen keuangan,Pengujian Sistem,30
Uji sistem manajemen aset untuk memastikan kelancaran operasional,Pengujian Sistem,30
Periksa hasil uji sistem manajemen dokumentasi untuk kesalahan,Pengujian Sistem,30
Uji sistem manajemen layanan IT untuk meningkatkan responsivitas,Pengujian Sistem,30
Verifikasi hasil uji sistem manajemen pengiriman untuk efisiensi,Pengujian Sistem,30
Uji sistem manajemen sumber daya untuk memantau penggunaan,Pengujian Sistem,30
Periksa laporan hasil uji sistem manajemen rantai pasokan,Pengujian Sistem,30
Uji sistem manajemen keamanan informasi untuk proteksi data,Pengujian Sistem,30
Verifikasi hasil uji sistem manajemen kualitas untuk konsistensi,Pengujian Sistem,30
Uji sistem manajemen layanan pelanggan untuk respons cepat,Pengujian Sistem,30
Periksa hasil uji sistem manajemen interaksi pelanggan,Pengujian Sistem,30
Uji sistem manajemen kinerja untuk meningkatkan produktivitas,Pengujian Sistem,30
Verifikasi laporan hasil uji sistem manajemen kolaborasi,Pengujian Sistem,30
Uji sistem manajemen layanan cloud untuk keandalan,Pengujian Sistem,30
Periksa hasil uji sistem manajemen kehadiran untuk akurasi,Pengujian Sistem,30
Uji sistem manajemen pembayaran untuk transaksi yang aman,Pengujian Sistem,30
Verifikasi laporan hasil uji sistem manajemen pesanan,Pengujian Sistem,30
Uji sistem manajemen integrasi untuk kesatuan antarmuka,Pengujian Sistem,30
Periksa hasil uji sistem manajemen pengelolaan proyek,Pengujian Sistem,30
Uji sistem manajemen pengguna untuk akses yang terkendali,Pengujian Sistem,30
Verifikasi laporan hasil uji sistem manajemen perubahan,Pengujian Sistem,30
Uji sistem manajemen pemantauan untuk pengawasan real-time,Pengujian Sistem,30
Periksa hasil uji sistem manajemen jaringan komunikasi,Pengujian Sistem,30
Uji sistem manajemen interaksi antarplatform untuk keterhubungan,Pengujian Sistem,30
Verifikasi laporan hasil uji sistem manajemen integrasi data,Pengujian Sistem,30
Uji sistem manajemen otentikasi untuk keamanan akses,Pengujian Sistem,30
Periksa hasil uji sistem manajemen layanan infrastruktur,Pengujian Sistem,30
Uji sistem manajemen sinkronisasi untuk konsistensi data,Pengujian Sistem,30
Verifikasi laporan hasil uji sistem manajemen penyimpanan,Pengujian Sistem,30
Uji sistem manajemen lintas platform untuk integrasi yang mulus,Pengujian Sistem,30
Periksa hasil uji sistem manajemen proses bisnis,Pengujian Sistem,30
Uji sistem manajemen penyaringan untuk pengelolaan data,Pengujian Sistem,30
Verifikasi laporan hasil uji sistem manajemen repositori,Pengujian Sistem,30
Uji sistem manajemen otomatisasi untuk efisiensi operasional,Pengujian Sistem,30
Periksa hasil uji sistem manajemen integrasi aplikasi,Pengujian Sistem,30
Uji sistem manajemen penjadwalan untuk pengaturan waktu,Pengujian Sistem,30
Verifikasi laporan hasil uji sistem manajemen kebijakan,Pengujian Sistem,30
"Melakukan pengujian sistem end-to-end pada aplikasi e-commerce, mencakup seluruh alur mulai dari registrasi pengguna hingga pembayaran dan pengiriman produk",Pengujian Sistem,30
"Menguji performa sistem manajemen rumah sakit di bawah beban puncak, mensimulasikan ribuan pengguna mengakses sistem secara bersamaan",Pengujian Sistem,30
"Melakukan pengujian keamanan sistem informasi perbankan, mencari kerentanan terhadap serangan seperti SQL injection, XSS, dan CSRF, serta memastikan keamanan data pelanggan",Pengujian Sistem,30
"Menguji skalabilitas aplikasi media sosial, memastikan sistem dapat menangani peningkatan jumlah pengguna dan konten tanpa penurunan performa",Pengujian Sistem,30
"Melakukan pengujian sistem pada platform e-learning, mencakup fungsionalitas pendaftaran, akses materi pembelajaran, kuis, penilaian, dan pelaporan",Pengujian Sistem,30
"Menguji keandalan sistem ERP (Enterprise Resource Planning) perusahaan, memastikan sistem dapat beroperasi 24/7 tanpa downtime yang signifikan",Pengujian Sistem,30
"Melakukan pengujian sistem pada aplikasi mobile game, mencakup gameplay, fitur sosial, pembelian dalam aplikasi, dan koneksi server",Pengujian Sistem,30
"Menguji kinerja sistem pemrosesan data besar, memastikan sistem dapat memproses volume data yang besar dengan cepat dan efisien",Pengujian Sistem,30
"Melakukan pengujian sistem pada platform e-commerce, mencakup fungsionalitas pencarian produk, filter, keranjang belanja, checkout, dan pembayaran",Pengujian Sistem,30
"Menguji keamanan sistem IoT (Internet of Things), memastikan perangkat terhubung dengan aman dan data sensor terlindungi dari akses tidak sah",Pengujian Sistem,30
"Melakukan pengujian sistem pada aplikasi layanan pesan antar makanan, mencakup pemesanan, pelacakan pesanan, pembayaran, dan rating restoran",Pengujian Sistem,30
"Menguji keandalan sistem reservasi tiket online, memastikan sistem dapat menangani lonjakan permintaan pada saat pembukaan penjualan tiket",Pengujian Sistem,30
"Melakukan pengujian sistem pada aplikasi mobile perbankan, mencakup transfer dana, pembayaran tagihan, cek saldo, dan mutasi rekening",Pengujian Sistem,30
"Menguji kinerja sistem manajemen gudang, memastikan sistem dapat mengelola stok barang, pesanan, dan pengiriman dengan efisien",Pengujian Sistem,30
"Melakukan pengujian sistem pada platform media sosial, mencakup pembuatan postingan, komentar, like, share, dan fitur live streaming",Pengujian Sistem,30
"Menguji keamanan sistem informasi keuangan, memastikan data transaksi terlindungi dari penipuan dan akses tidak sah",Pengujian Sistem,30
"Melakukan pengujian sistem pada aplikasi navigasi, memastikan akurasi rute, informasi lalu lintas, dan perhitungan waktu tempuh",Pengujian Sistem,30
"Menguji performa sistem call center, memastikan sistem dapat menangani panggilan masuk dan keluar dengan lancar pada jam sibuk",Pengujian Sistem,30
"Melakukan pengujian sistem pada aplikasi streaming video, mencakup kualitas video, buffering, dan fungsionalitas pencarian",Pengujian Sistem,30
"Menguji keandalan sistem point-of-sale (POS) di toko ritel, memastikan sistem dapat memproses transaksi penjualan dengan cepat dan akurat",Pengujian Sistem,30
"Menguji sistem reservasi tiket pada website maskapai penerbangan, memastikan proses pemesanan, pemilihan kursi, dan pembayaran berjalan lancar",Pengujian Sistem,30
"Menguji sistem absensi karyawan berbasis sidik jari, memastikan akurasi pencatatan waktu masuk dan keluar karyawan",Pengujian Sistem,30
"Menguji sistem manajemen hubungan pelanggan (CRM), memastikan data pelanggan tersimpan dengan baik, mudah diakses, dan dapat digunakan untuk meningkatkan layanan pelanggan",Pengujian Sistem,30
"Menguji sistem keamanan jaringan perusahaan, mencari kerentanan terhadap serangan malware, phishing, dan ransomware, serta menguji efektivitas firewall dan antivirus",Pengujian Sistem,30
"Menguji sistem pemrosesan pembayaran online, memastikan transaksi aman, data kartu kredit terlindungi, dan proses refund berjalan lancar",Pengujian Sistem,30
"Menguji sistem pemesanan taksi online, memastikan aplikasi dapat mencari pengemudi terdekat, menghitung tarif, dan melacak perjalanan secara real-time",Pengujian Sistem,30
"Menguji sistem manajemen konten (CMS) website, memastikan admin dapat membuat, mengedit, dan mempublikasikan konten dengan mudah",Pengujian Sistem,30
"Menguji sistem manajemen inventaris gudang, memastikan sistem dapat mencatat stok barang, pergerakan barang masuk dan keluar, serta menghasilkan laporan stok secara akurat",Pengujian Sistem,30
"Menguji sistem informasi akademik, memastikan data mahasiswa, dosen, mata kuliah, jadwal, dan nilai tersimpan dengan benar dan mudah diakses",Pengujian Sistem,30
"Menguji sistem pemesanan kamar hotel, memastikan proses pencarian kamar, reservasi, pembayaran, dan check-in berjalan lancar",Pengujian Sistem,30
"Melakukan pengujian sistem end-to-end pada aplikasi e-commerce, mencakup seluruh alur dari registrasi, pencarian produk, hingga pembayaran dan konfirmasi pesanan",Pengujian Sistem,30
"Menguji performa sistem informasi rumah sakit saat jam sibuk, mensimulasikan akses bersamaan dari banyak pengguna, termasuk dokter, perawat, dan pasien",Pengujian Sistem,30
"Melakukan pengujian keamanan pada sistem perbankan online, mencoba berbagai skenario serangan seperti SQL injection dan XSS untuk memastikan keamanan data nasabah",Pengujian Sistem,30
"Menguji skalabilitas platform media sosial dengan menambah jumlah pengguna dan konten secara bertahap, mengukur dampaknya terhadap performa server dan database",Pengujian Sistem,30
"Melakukan pengujian sistem pada platform e-learning, termasuk pengujian fungsionalitas modul pembelajaran, kuis interaktif, sistem penilaian, dan forum diskusi",Pengujian Sistem,30
"Menguji keandalan sistem ERP dengan menjalankan simulasi beban kerja tinggi selama beberapa hari, memantau kinerja sistem, dan mengidentifikasi potensi masalah",Pengujian Sistem,30
"Melakukan pengujian fungsionalitas dan kompatibilitas game mobile di berbagai perangkat dan sistem operasi, memastikan pengalaman bermain yang lancar dan bebas bug",Pengujian Sistem,30
"Menguji kinerja sistem pemrosesan data besar menggunakan dataset yang sangat besar, mengukur waktu pemrosesan, penggunaan sumber daya, dan skalabilitas sistem",Pengujian Sistem,30
"Melakukan pengujian sistem pada platform e-commerce, termasuk pengujian fungsionalitas keranjang belanja, proses checkout, metode pembayaran, dan pengiriman",Pengujian Sistem,30
"Menguji keamanan sistem IoT dengan melakukan penetration testing, mencoba mengeksploitasi kerentanan pada perangkat dan jaringan IoT untuk memastikan keamanan data",Pengujian Sistem,30
"Menguji fungsionalitas aplikasi layanan pesan antar makanan, termasuk pencarian restoran, pemilihan menu, pemesanan, pembayaran, dan pelacakan pesanan secara real-time",Pengujian Sistem,30
"Menguji keandalan sistem reservasi tiket online dengan melakukan stress testing, mensimulasikan lonjakan permintaan tiket pada waktu-waktu tertentu",Pengujian Sistem,30
"Melakukan pengujian sistem pada aplikasi mobile perbankan, mencakup transfer antar bank, pembayaran tagihan, pembelian pulsa, dan fitur-fitur perbankan lainnya",Pengujian Sistem,30
"Menguji efisiensi sistem manajemen gudang dengan mensimulasikan proses penerimaan, penyimpanan, pengambilan, dan pengiriman barang, serta mengukur waktu dan akurasi proses",Pengujian Sistem,30
"Melakukan pengujian sistem pada platform media sosial, termasuk pengujian fitur pembuatan grup, live video, stories, dan direct messaging",Pengujian Sistem,30
"Menguji keamanan sistem informasi keuangan dengan simulasi serangan phishing, malware, dan ransomware, serta memastikan keamanan transaksi finansial",Pengujian Sistem,30
"Menguji akurasi dan keandalan aplikasi navigasi dengan membandingkan rute yang dihasilkan dengan rute aktual, serta menguji fitur pencarian lokasi dan informasi lalu lintas",Pengujian Sistem,30
"Menguji kualitas suara dan koneksi pada sistem call center, memastikan panggilan dapat terhubung dengan jelas dan stabil, serta menguji fitur-fitur seperti perekaman panggilan dan IVR",Pengujian Sistem,30
"Menguji kualitas streaming video pada berbagai resolusi dan kecepatan koneksi internet, memastikan video dapat diputar tanpa buffering atau gangguan",Pengujian Sistem,30
"Menguji kecepatan dan akurasi sistem POS dalam memproses transaksi penjualan, termasuk pemindaian barcode, pembayaran tunai dan non-tunai, serta pencetakan struk",Pengujian Sistem,30
Melakukan pengujian A/B testing untuk membandingkan kinerja chatbot dengan agen layanan pelanggan manusia,Pengujian Sistem,30
Melakukan pengujian chatbot dengan berbagai skenario pertanyaan dan permintaan pelanggan untuk memastikan chatbot dapat memberikan respons yang akurat dan relevan,Pengujian Sistem,30
"Melakukan pengujian fungsionalitas aplikasi secara menyeluruh, termasuk pengujian input data aktivitas, perhitungan jejak karbon, tampilan tips dan rekomendasi, serta fitur-fitur lainnya",Pengujian Sistem,30
"Melakukan pengujian fungsionalitas platform, termasuk fitur pencarian lowongan, pembuatan profil pengguna, pengiriman lamaran, dan komunikasi antara pencari kerja dan perusahaan",Pengujian Sistem,30
"Melakukan pengujian fungsionalitas sistem dengan berbagai skenario perjalanan, preferensi pengguna, dan kondisi lalu lintas",Pengujian Sistem,30
"Melakukan pengujian fungsionalitas sistem, termasuk pencatatan barang masuk dan keluar, pengecekan stok, pembuatan laporan, dan fitur-fitur lainnya",Pengujian Sistem,30
"Melakukan pengujian integrasi antar modul SIMRS, seperti modul pendaftaran pasien, rekam medis, manajemen dokter, dan manajemen ruangan",Pengujian Sistem,30
Melakukan pengujian integrasi antara chatbot dengan sistem reservasi restoran untuk memastikan data reservasi tercatat dengan benar,Pengujian Sistem,30
"Melakukan pengujian integrasi antara sensor, aktuator, mikrokontroler, platform cloud, dan aplikasi mobile",Pengujian Sistem,30
Melakukan pengujian keamanan terhadap potensi serangan siber dan memastikan integritas data,Pengujian Sistem,30
Melakukan pengujian keamanan untuk melindungi data pengguna dan mencegah akses tidak sah ke konten pembelajaran,Pengujian Sistem,30
"Melakukan pengujian keamanan untuk melindungi data sensitif pengguna, seperti informasi akun dan transaksi",Pengujian Sistem,30
Melakukan pengujian keamanan untuk memastikan data inventaris terlindungi dari akses tidak sah,Pengujian Sistem,30
Melakukan pengujian keamanan untuk memastikan platform terlindungi dari serangan siber dan data pengguna tetap aman,Pengujian Sistem,30
Melakukan pengujian keamanan untuk mengidentifikasi potensi kerentanan dan memastikan keamanan data pengguna,Pengujian Sistem,30
Melakukan pengujian ketahanan sistem terhadap gangguan jaringan atau kegagalan perangkat keras,Pengujian Sistem,30
"Melakukan pengujian kinerja aplikasi di bawah berbagai kondisi jaringan (3G, 4G, Wi-Fi) untuk memastikan aplikasi tetap responsif dan stabil",Pengujian Sistem,30
Melakukan pengujian kinerja chatbot untuk memastikan respons yang cepat dan akurat bahkan dalam kondisi lalu lintas pesan yang tinggi,Pengujian Sistem,30
